permalink,company,numEmps,category,city,state,fundedDate,raisedAmt,raisedCurrency,round
imagespan,ImageSpan,,web,Sausalito,CA,2008-06-23 12:00:00 -0400,11000000,USD,b
solarflare,Solarflare,,hardware,Irvine,CA,2008-06-18 12:00:00 -0400,26000000,USD,unattributed
clupedia,Clupedia,,web,Santa Ana,CA,2007-05-22 12:00:00 -0400,1300000,USD,a
zigabid,Zigabid,10,other,La Canada,CA,2006-12-01 12:00:00 -0500,500000,USD,seed
zigabid,Zigabid,10,other,La Canada,CA,2008-02-01 12:00:00 -0500,500000,USD,angel
inthrma,InThrMa,3,software,Oakland,CA,2007-10-01 12:00:00 -0400,10000,USD,seed
webaroo,Webaroo,,,Santa Clara,CA,2006-12-22 12:00:00 -0500,10000000,USD,b
webaroo,Webaroo,,,Santa Clara,CA,2008-07-05 12:00:00 -0400,10000000,USD,c
fluid-entertainment,Fluid Entertainment,,other,Mill Valley,CA,2008-03-12 12:00:00 -0400,3200000,USD,a
unisfair,Unisfair,,other,Menlo Park,CA,2008-01-21 12:00:00 -0500,10000000,USD,b
on24,ON24,,web,San Francisco,CA,2008-07-11 12:00:00 -0400,8000000,USD,unattributed
trueanthem,trueAnthem,10,other,Newport Beach,CA,2008-07-28 12:00:00 -0400,2000000,USD,angel
colizer,Colizer,,web,San Diego,CA,2004-04-01 12:00:00 -0500,120000,USD,a
coremetrics,Coremetrics,,software,San Mateo,CA,2006-03-09 12:00:00 -0500,31000000,USD,d
coremetrics,Coremetrics,,software,San Mateo,CA,2008-04-04 12:00:00 -0400,60000000,USD,e
minted,Minted,,,San Francisco,CA,2008-07-18 12:00:00 -0400,2500000,USD,seed
appirio,Appirio,,software,San Mateo,CA,2008-03-13 12:00:00 -0400,1100000,USD,a
appirio,Appirio,,software,San Mateo,CA,2008-07-21 12:00:00 -0400,10000000,USD,b
samfind,samfind,3,web,Los Angeles,CA,2006-01-01 12:00:00 -0500,20000,USD,seed
eye-fi,Eye-Fi,,hardware,Mountain View,CA,2007-06-11 12:00:00 -0400,5500000,USD,a
responselogix,ResponseLogix,,web,Sunnyvale,CA,2008-01-23 12:00:00 -0500,8000000,USD,a
qumu,Qumu,,software,Emeryville,CA,2008-07-21 12:00:00 -0400,10700000,USD,c
carbonflow,CarbonFlow,,cleantech,San Francsico,CA,2008-07-23 12:00:00 -0400,2900000,USD,a
allvoices,Allvoices,8,web,San Francisco,CA,2007-07-31 00:00:00 -0400,4500000,USD,a
moxsie,Moxsie,,web,Palo Alto,CA,2008-06-27 12:00:00 -0400,1000000,USD,a
service-now-com,Service-now.com,80,web,Solana Beach,CA,2005-07-05 12:00:00 -0400,2500000,USD,a
service-now-com,Service-now.com,80,web,Solana Beach,CA,2006-12-05 12:00:00 -0500,5000000,USD,b
anvato,Anvato,,web,Mountain View,CA,2008-07-29 12:00:00 -0400,550000,USD,seed
vantage-media,Vantage Media,150,web,El Segundo,CA,2007-02-28 12:00:00 -0500,70000000,USD,a
entone-technologies,Entone Technologies,80,hardware,San Mateo,CA,2008-08-01 12:00:00 -0400,14500000,USD,b
entone-technologies,Entone Technologies,80,hardware,San Mateo,CA,2003-05-02 12:00:00 -0400,9500000,USD,a
750-industries,750 Industries,7,web,San Francisco,CA,2008-08-01 12:00:00 -0400,1000000,USD,a
plastic-logic,Plastic Logic,,hardware,Mountain View,CA,2002-04-20 12:00:00 -0400,13700000,USD,a
plastic-logic,Plastic Logic,,hardware,Mountain View,CA,2005-01-05 12:00:00 -0500,8000000,USD,b
plastic-logic,Plastic Logic,,hardware,Mountain View,CA,2005-11-30 12:00:00 -0500,24000000,USD,c
plastic-logic,Plastic Logic,,hardware,Mountain View,CA,2007-01-06 12:00:00 -0500,100000000,USD,d
plastic-logic,Plastic Logic,,hardware,Mountain View,CA,2008-08-04 12:00:00 -0400,50000000,USD,e
paymo,Paymo,,mobile,San Francisco,CA,2008-08-01 12:00:00 -0400,5000000,USD,seed
brilliant-telecom,Brilliant Telecom,,,Campbell,CA,2008-08-04 12:00:00 -0400,11000000,USD,a
skygrid,SkyGrid,,web,Sunnyvale,CA,2008-08-06 12:00:00 -0400,11000000,USD,b
intensedebate,Intense Debate,4,web,Boulder,CO,2007-05-01 12:00:00 -0400,15000,USD,seed
associatedcontent,Associated Content,,web,Denver,CO,2006-01-01 12:00:00 -0500,5400000,USD,a
associatedcontent,Associated Content,,web,Denver,CO,2007-07-01 12:00:00 -0400,10000000,USD,b
madkast,madKast,,web,Boulder,CO,2007-03-01 12:00:00 -0500,15000,USD,seed
madkast,madKast,,web,Boulder,CO,2007-10-01 12:00:00 -0400,300000,USD,a
eventvue,EventVue,,web,Boulder,CO,2007-08-01 12:00:00 -0400,15000,USD,seed
eventvue,EventVue,,web,Boulder,CO,2007-09-01 12:00:00 -0400,250000,USD,a
socialthing,Socialthing!,6,web,Boulder,CO,2007-05-18 12:00:00 -0400,15000,USD,seed
socialthing,Socialthing!,6,web,Boulder,CO,2007-10-01 12:00:00 -0400,500000,USD,debt_round
jsquaredmedia,J Squared Media,,web,Boulder,CO,2007-08-01 12:00:00 -0400,15000,USD,seed
searchtophone,Search to Phone,,web,Boulder,CO,2007-08-01 12:00:00 -0400,15000,USD,seed
filtrbox,Filtrbox,,web,Boulder,CO,2007-08-01 12:00:00 -0400,15000,USD,seed
filtrbox,Filtrbox,,web,Boulder,CO,2008-02-28 12:00:00 -0500,500000,USD,seed
brightkite,Brightkite,,web,Denver,CO,2007-08-01 12:00:00 -0400,15000,USD,seed
brightkite,Brightkite,,web,Denver,CO,2008-03-01 12:00:00 -0500,1000000,USD,angel
newsgator,NewsGator,,web,Denver,CO,2004-06-23 12:00:00 -0400,1400000,USD,a
newsgator,NewsGator,,web,Denver,CO,2007-12-01 12:00:00 -0500,12000000,USD,c
newsgator,NewsGator,,web,Denver,CO,2004-12-01 12:00:00 -0500,8600000,USD,b
me-dium,Me.dium,,web,Boulder,CO,2007-06-01 12:00:00 -0400,15000000,USD,b
buzzwire,Buzzwire,,web,Denver,CO,2007-12-01 12:00:00 -0500,8000000,USD,b
hivelive,HiveLive,,web,Boulder,CO,2008-02-01 12:00:00 -0500,2200000,USD,angel
hivelive,HiveLive,,web,Boulder,CO,2008-02-27 12:00:00 -0500,5600000,USD,a
xaware,XAware,,web,Colorado Springs,CO,2008-01-01 12:00:00 -0500,7400000,USD,b
xaware,XAware,,web,Colorado Springs,CO,2002-11-01 12:00:00 -0500,2100000,USD,a
lijit,Lijit,,web,Boulder,CO,2007-01-01 12:00:00 -0500,900000,USD,a
lijit,Lijit,,web,Boulder,CO,2007-06-01 12:00:00 -0400,3300000,USD,b
hubbuzz,hubbuzz,8,web,Centennial,CO,2007-03-01 12:00:00 -0500,750000,USD,angel
gnip,Gnip,6,web,Boulder,CO,2008-03-01 12:00:00 -0500,1100000,USD,a
collective-intellect,Collective Intellect,,,Boulder,CO,2006-02-01 12:00:00 -0500,2600000,USD,a
collective-intellect,Collective Intellect,,,Boulder,CO,2008-04-15 12:00:00 -0400,6600000,USD,b
rally-software,Rally Software,,software,Boulder,CO,2008-06-04 12:00:00 -0400,16850000,USD,c
rally-software,Rally Software,,software,Boulder,CO,2006-06-14 12:00:00 -0400,8000000,USD,b
symplified,Symplified,,software,Boulder,CO,2008-06-09 12:00:00 -0400,6000000,USD,a
indeed,Indeed,,web,Stamford,CT,2005-08-01 12:00:00 -0400,5000000,USD,a
geezeo,Geezeo,,web,Hartford,CT,2008-04-24 12:00:00 -0400,1200000,USD,unattributed
entrecard,Entrecard,1,web,Hamden,CT,2007-01-01 12:00:00 -0500,30000,USD,seed
entrecard,Entrecard,1,web,Hamden,CT,2007-11-01 12:00:00 -0400,40000,USD,seed
americantowns-com,AmericanTowns.com,10,web,Fairfield,CT,2006-07-01 12:00:00 -0400,1100000,USD,a
americantowns-com,AmericanTowns.com,10,web,Fairfield,CT,2007-09-01 12:00:00 -0400,3300000,USD,b
kayak,Kayak,58,web,Norwalk,CT,2006-05-01 12:00:00 -0400,11500000,USD,c
kayak,Kayak,58,web,Norwalk,CT,2004-12-01 12:00:00 -0500,7000000,USD,b
kayak,Kayak,58,web,Norwalk,CT,2007-12-01 12:00:00 -0500,196000000,USD,d
gocrosscampus,GoCrossCampus,25,web,New Haven,CT,2007-09-01 12:00:00 -0400,375000,USD,seed
health-plan-one,Health Plan One,,web,Shelton,CT,2008-04-21 12:00:00 -0400,6500000,USD,a
your-survival,Your Survival,10,web,Westport,CT,2007-11-01 12:00:00 -0400,350000,USD,angel
media-lantern,Media Lantern,9,web,New London,CT,2008-03-30 12:00:00 -0400,250000,USD,seed
gridpoint,GridPoint,,cleantech,Washington,DC,2007-09-01 12:00:00 -0400,32000000,USD,d
gridpoint,GridPoint,,cleantech,Washington,DC,2006-05-01 12:00:00 -0400,16000000,USD,b
gridpoint,GridPoint,,cleantech,Washington,DC,2006-09-01 12:00:00 -0400,21000000,USD,c
gridpoint,GridPoint,,cleantech,Washington,DC,2008-03-28 12:00:00 -0400,15000000,USD,d
hotpads-com,HotPads,11,web,Washington,DC,2007-03-01 12:00:00 -0500,2300000,USD,a
launchbox,LaunchBox,,web,Washinton,DC,2008-02-01 12:00:00 -0500,250000,USD,a
cogent,Cogent,,web,Washington,DC,2008-02-12 12:00:00 -0500,510000,USD,seed
swapdrive,SwapDrive,,web,Washington,DC,"",2650000,USD,a
swapdrive,SwapDrive,,web,Washington,DC,2001-05-01 12:00:00 -0400,2000000,USD,a
searchles,Searchles,,web,Washington,DC,2008-07-01 12:00:00 -0400,2000000,USD,angel
payperpost,PayPerPost,,web,Orlando,FL,2007-06-01 12:00:00 -0400,7000000,USD,b
payperpost,PayPerPost,,web,Orlando,FL,2006-10-01 12:00:00 -0400,3000000,USD,a
affinityinternet,Affinity Internet,,web,Fort Lauderdale,FL,1999-10-01 12:00:00 -0400,60000000,USD,a
affinityinternet,Affinity Internet,,web,Fort Lauderdale,FL,2002-01-01 12:00:00 -0500,25000000,USD,a
multiply,Multiply,,web,Boca Raton,FL,2005-11-01 12:00:00 -0500,2000000,USD,a
multiply,Multiply,,web,Boca Raton,FL,2006-07-01 12:00:00 -0400,3000000,USD,a
multiply,Multiply,,web,Boca Raton,FL,2007-08-01 12:00:00 -0400,16600000,USD,b
revolutionmoney,Revolution Money,,web,Largo,FL,2007-09-01 12:00:00 -0400,50000000,USD,b
batanga,Batanga,,web,Miami,FL,2007-08-01 12:00:00 -0400,30000000,USD,c
batanga,Batanga,,web,Miami,FL,2006-04-01 12:00:00 -0500,5000000,USD,b
divorce360,divorce360,6,web,North Palm Beach,FL,2007-09-01 12:00:00 -0400,2500000,USD,a
infinitybox,Infinity Box,3,web,Tampa,FL,2006-01-01 12:00:00 -0500,18000,USD,seed
infinitybox,Infinity Box,3,web,Tampa,FL,2006-04-01 12:00:00 -0500,100000,USD,angel
moli,MOLI,,web,West Palm Beach,FL,2008-01-01 12:00:00 -0500,29600000,USD,b
global-roaming,Global Roaming,29,mobile,Miami,FL,2007-02-01 12:00:00 -0500,7500000,USD,a
global-roaming,Global Roaming,29,mobile,Miami,FL,2008-02-01 12:00:00 -0500,23000000,USD,b
slingpage,Slingpage,8,software,Estero,FL,2007-12-01 12:00:00 -0500,2250000,USD,angel
wrapmail,WrapMail,10,web,Fort Lauderdale,FL,2007-01-06 12:00:00 -0500,1100000,USD,seed
ejamming,eJamming,,web,Boca Raton,FL,2008-06-02 12:00:00 -0400,150000,USD,unattributed
lehigh-technologies,Lehigh Technologies,,cleantech,Naples,FL,2008-06-23 12:00:00 -0400,34500000,USD,unattributed
tournease,TournEase,10,web,Lakeland,FL,2006-04-01 12:00:00 -0500,3000000,USD,angel
tournease,TournEase,10,web,Lakeland,FL,2008-03-01 12:00:00 -0500,500000,USD,angel
vitrue,Vitrue,,web,Atlanta,GA,2007-10-01 12:00:00 -0400,10000000,USD,b
vitrue,Vitrue,,web,Atlanta,GA,2006-05-01 12:00:00 -0400,2200000,USD,seed
screamingsports,Screaming Sports,,web,Atlanta,GA,2007-07-01 12:00:00 -0400,1250000,USD,a
berecruited,beRecruited,,web,Atlanta,GA,2007-11-01 12:00:00 -0400,1200000,USD,a
mfg,MFG,,web,Atlanta,GA,2005-09-01 12:00:00 -0400,14000000,USD,a
mfg,MFG,,web,Atlanta,GA,2007-01-01 12:00:00 -0500,4000000,USD,c
mfg,MFG,,web,Atlanta,GA,2008-01-01 12:00:00 -0500,26000000,USD,d
scintella-solutions,Scintella Solutions,2,consulting,Atlanta,GA,2008-04-30 12:00:00 -0400,10000,USD,seed
scribestorm,ScribeStorm,12,web,Fairfield,IA,2006-04-24 12:00:00 -0400,225000,USD,angel
balihoo,Balihoo,,mobile,Boise,ID,2007-07-01 12:00:00 -0400,1500000,USD,a
balihoo,Balihoo,,mobile,Boise,ID,2008-01-01 12:00:00 -0500,4000000,USD,b
info,Info,,web,Chicago,IL,2004-11-01 12:00:00 -0500,8400000,USD,a
feedburner,FeedBurner,,web,Chicago,IL,2004-06-01 12:00:00 -0400,1000000,USD,a
feedburner,FeedBurner,,web,Chicago,IL,2005-04-01 12:00:00 -0500,7000000,USD,b
viewpoints,Viewpoints,,web,Chicago,IL,2007-06-01 12:00:00 -0400,5000000,USD,a
grubhub,GrubHub,,web,Chicago,IL,2007-11-01 12:00:00 -0400,1100000,USD,a
ticketsnow,TicketsNow,,web,Rolling Meadows,IL,2007-01-01 12:00:00 -0500,34000000,USD,a
the-point,The Point,,web,Chicago,IL,2007-11-01 12:00:00 -0400,2500000,USD,angel
the-point,The Point,,web,Chicago,IL,2008-02-01 12:00:00 -0500,4800000,USD,a
inkling,Inkling,2,web,Chicago,IL,2007-01-01 12:00:00 -0500,20000,USD,seed
crowdspring,crowdSPRING,6,web,Chicago,IL,2008-05-23 12:00:00 -0400,3000000,USD,angel
ifbyphone,Ifbyphone,16,web,Skokie,IL,2007-07-01 12:00:00 -0400,1500000,USD,a
fave-media,Fave Media,18,web,Chicago,IL,2008-01-17 12:00:00 -0500,1600000,USD,a
accertify,Accertify,,web,Schaumburg,IL,2008-06-03 12:00:00 -0400,4000000,USD,a
firefly-energy,Firefly Energy,,cleantech,Peoria,IL,2004-10-14 12:00:00 -0400,4000000,USD,a
firefly-energy,Firefly Energy,,cleantech,Peoria,IL,2008-06-10 12:00:00 -0400,15000000,USD,c
firefly-energy,Firefly Energy,,cleantech,Peoria,IL,2006-11-13 12:00:00 -0500,10000000,USD,b
savo,SAVO,68,software,Chicago,IL,2005-09-01 12:00:00 -0400,10000000,USD,a
chacha,ChaCha,75,web,Carmel,IN,2007-01-01 12:00:00 -0500,6000000,USD,a
chacha,ChaCha,75,web,Carmel,IN,2007-11-01 12:00:00 -0400,10000000,USD,b
betterworld,Better World Books,,web,Mishawaka,IN,2008-04-07 12:00:00 -0400,4500000,USD,a
compendium-blogware,Compendium Blogware,25,software,Indianapolis,IN,2007-05-01 12:00:00 -0400,1100000,USD,angel
compendium-blogware,Compendium Blogware,25,software,Indianapolis,IN,2008-05-01 12:00:00 -0400,1600000,USD,angel
instagarage,Instagarage,4,web,New Orleans,LA,2007-05-10 12:00:00 -0400,25000,USD,seed
iskoot,iSkoot,,web,Cambridge,MA,2007-02-27 12:00:00 -0500,7000000,USD,b
iskoot,iSkoot,,web,Cambridge,MA,2006-11-29 12:00:00 -0500,6200000,USD,a
gotuitmedia,Gotuit Media,,web,Woburn,MA,2004-12-01 12:00:00 -0500,10000000,USD,b
gotuitmedia,Gotuit Media,,web,Woburn,MA,2002-12-01 12:00:00 -0500,6000000,USD,a
carbonite,Carbonite,68,web,Boston,MA,2006-03-01 12:00:00 -0500,2500000,USD,a
carbonite,Carbonite,68,web,Boston,MA,2006-12-01 12:00:00 -0500,3500000,USD,a
carbonite,Carbonite,68,web,Boston,MA,2007-05-01 12:00:00 -0400,15000000,USD,b
carbonite,Carbonite,68,web,Boston,MA,2007-12-28 12:00:00 -0500,5000000,USD,b
scanscout,ScanScout,40,web,Boston,MA,2007-03-01 12:00:00 -0500,7000000,USD,a
scanscout,ScanScout,40,web,Boston,MA,2007-04-01 12:00:00 -0400,2000000,USD,angel
going,Going,,web,Boston,MA,2007-07-01 12:00:00 -0400,5000000,USD,a
brightcove,Brightcove,,web,Cambridge,MA,2005-03-01 12:00:00 -0500,5500000,USD,a
brightcove,Brightcove,,web,Cambridge,MA,2005-11-01 12:00:00 -0500,16200000,USD,b
brightcove,Brightcove,,web,Cambridge,MA,2007-01-01 12:00:00 -0500,59500000,USD,c
brightcove,Brightcove,,web,Cambridge,MA,2006-09-01 12:00:00 -0400,5000000,USD,b
brightcove,Brightcove,,web,Cambridge,MA,2008-05-01 12:00:00 -0400,4900000,USD,d
permissiontv,PermissionTV,,web,Waltham,MA,2007-06-01 12:00:00 -0400,9000000,USD,c
bountii,Bountii,,web,Boston,MA,2007-06-01 12:00:00 -0400,15000,USD,seed
conduitlabs,Conduit Labs,,web,Cambridge,MA,2007-08-01 12:00:00 -0400,5500000,USD,a
zoominfo,ZoomInfo,80,web,Waltham,MA,2004-07-01 12:00:00 -0400,7000000,USD,a
zoominfo,ZoomInfo,80,web,Waltham,MA,2004-07-01 12:00:00 -0400,7000000,USD,a
vlingo,Vlingo,,web,Cambridge,MA,2008-04-02 12:00:00 -0400,20000000,USD,b
vtap,Vtap,,web,Andover,MA,2007-05-01 12:00:00 -0400,14000000,USD,b
mocospace,MocoSpace,25,mobile,Boston,MA,2007-01-01 12:00:00 -0500,3000000,USD,a
quattro-wireless,Quattro Wireless,,web,Waltham,MA,2007-05-01 12:00:00 -0400,6000000,USD,a
quattro-wireless,Quattro Wireless,,web,Waltham,MA,2007-09-05 12:00:00 -0400,12300000,USD,b
care-com,Care.com,,web,Waltham,MA,2007-05-01 12:00:00 -0400,3100000,USD,a
onforce,OnForce,,web,Lexington,MA,2007-09-01 12:00:00 -0400,6750000,USD,a
onforce,OnForce,,web,Lexington,MA,2006-01-12 12:00:00 -0500,15000000,USD,a
ratepoint,RatePoint,,web,Needham,MA,2007-06-01 12:00:00 -0400,6500000,USD,a
updown,UpDown,5,web,Cambridge,MA,2008-01-29 12:00:00 -0500,750000,USD,angel
eons,Eons,,web,Boston,MA,2007-03-01 12:00:00 -0500,22000000,USD,b
eons,Eons,,web,Boston,MA,2006-04-01 12:00:00 -0500,10000000,USD,a
gamerdna,GamerDNA,,web,Cambridge,MA,2008-04-18 12:00:00 -0400,3000000,USD,a
mixandmeet,Mix & Meet,2,web,Cambridge,MA,2008-03-29 12:00:00 -0400,400000,USD,angel
sermo,Sermo,,web,Cambridge,MA,2007-09-01 12:00:00 -0400,25000000,USD,c
sermo,Sermo,,web,Cambridge,MA,2007-01-01 12:00:00 -0500,9500000,USD,b
sermo,Sermo,,web,Cambridge,MA,2006-09-01 12:00:00 -0400,3000000,USD,a
worklight,WorkLight,30,web,Newton,MA,2006-09-01 12:00:00 -0400,5100000,USD,a
worklight,WorkLight,30,web,Newton,MA,2008-04-30 12:00:00 -0400,12000000,USD,b
matchmine,MatchMine,,web,Needham,MA,2007-09-01 12:00:00 -0400,10000000,USD,a
condodomain,CondoDomain,4,other,Boston,MA,2005-06-01 12:00:00 -0400,300000,USD,angel
utest,uTest,10,web,Ashland,MA,2007-10-01 12:00:00 -0400,2300000,USD,a
compete,Compete,,web,Boston,MA,2007-08-01 12:00:00 -0400,10000000,USD,c
compete,Compete,,web,Boston,MA,2003-10-06 12:00:00 -0400,13000000,USD,b
azuki,Azuki Systems,30,web,Acton,MA,2007-09-01 12:00:00 -0400,6000000,USD,a
acinion,Acinion,,web,Acton,MA,2006-12-01 12:00:00 -0500,5000000,USD,a
acinion,Acinion,,web,Acton,MA,2007-10-01 12:00:00 -0400,16000000,USD,b
xkoto,xkoto,45,software,Waltham,MA,2007-11-01 12:00:00 -0400,7500000,USD,b
hubspot,HubSpot,30,web,Cambridge,MA,2007-09-01 12:00:00 -0400,5000000,USD,a
hubspot,HubSpot,30,web,Cambridge,MA,2008-05-16 12:00:00 -0400,12000000,USD,b
hubspot,HubSpot,30,web,Cambridge,MA,2006-05-01 12:00:00 -0400,500000,USD,seed
utterz,Utterz,3,mobile,Maynard,MA,2007-09-01 12:00:00 -0400,4000000,USD,a
intronis,Intronis,,web,Boston,MA,2007-10-01 12:00:00 -0400,5000000,USD,a
acquia,Acquia,11,web,Andover,MA,2007-12-01 12:00:00 -0500,7000000,USD,a
a123systems,A123Systems,,web,Watertown,MA,2007-10-01 12:00:00 -0400,30000000,USD,d
a123systems,A123Systems,,web,Watertown,MA,2007-01-01 12:00:00 -0500,40000000,USD,c
a123systems,A123Systems,,web,Watertown,MA,2006-02-01 12:00:00 -0500,30000000,USD,b
bostonpower,Boston Power,55,web,Westborough,MA,2006-11-01 12:00:00 -0500,8000000,USD,a
bostonpower,Boston Power,55,web,Westborough,MA,2008-01-01 12:00:00 -0500,45000000,USD,c
bostonpower,Boston Power,55,web,Westborough,MA,2007-01-01 12:00:00 -0500,15600000,USD,b
visiblemeasures,Visible Measures,,web,Boston,MA,2007-03-01 12:00:00 -0500,5000000,USD,a
visiblemeasures,Visible Measures,,web,Boston,MA,2008-01-01 12:00:00 -0500,13500000,USD,b
visiblemeasures,Visible Measures,,web,Boston,MA,2006-01-01 12:00:00 -0500,800000,USD,seed
endeca,Endeca,500,web,Cambridge,MA,2004-06-01 12:00:00 -0400,15000000,USD,c
endeca,Endeca,500,web,Cambridge,MA,2008-01-01 12:00:00 -0500,15000000,USD,d
endeca,Endeca,500,web,Cambridge,MA,2001-11-01 12:00:00 -0500,15000000,USD,b
endeca,Endeca,500,web,Cambridge,MA,2001-01-01 12:00:00 -0500,10000000,USD,a
choicestream,ChoiceStream,70,software,Cambridge,MA,"",15000000,USD,seed
choicestream,ChoiceStream,70,software,Cambridge,MA,2005-02-22 12:00:00 -0500,7000000,USD,a
choicestream,ChoiceStream,70,software,Cambridge,MA,2006-06-01 12:00:00 -0400,13100000,USD,b
choicestream,ChoiceStream,70,software,Cambridge,MA,2007-04-04 12:00:00 -0400,26500000,USD,c
youcastr,YouCastr,5,web,Cambridge,MA,2008-02-01 12:00:00 -0500,100000,USD,angel
jackpot-rewards,JackPot Rewards,,web,Newton,MA,2008-02-01 12:00:00 -0500,16700000,USD,a
mzinga,Mzinga,,web,Burlington,MA,2008-03-03 12:00:00 -0500,32500000,USD,d
dimdim,Dimdim,,web,Burlington,MA,2007-02-01 12:00:00 -0500,2400000,USD,a
dimdim,Dimdim,,web,Burlington,MA,2008-07-01 12:00:00 -0400,6000000,USD,b
utoopia,utoopia,2,web,Boston,MA,2007-03-01 12:00:00 -0500,100000,USD,seed
retail-convergence,Retail Convergence,,web,Boston,MA,2008-04-24 12:00:00 -0400,25000000,USD,a
frame-media,Frame Media,,web,Wellesley,MA,2007-11-09 12:00:00 -0500,2000000,USD,a
frame-media,Frame Media,,web,Wellesley,MA,2008-05-02 12:00:00 -0400,3000000,USD,unattributed
turbine,Turbine,200,web,Westwood,MA,2008-04-29 12:00:00 -0400,40000000,USD,c
turbine,Turbine,200,web,Westwood,MA,2005-05-09 12:00:00 -0400,30000000,USD,b
zeer,Zeer,5,web,Boston,MA,2007-08-01 12:00:00 -0400,1050000,USD,angel
simpletuition,SimpleTuition,,web,Newton,MA,2006-04-14 12:00:00 -0400,4400000,USD,a
simpletuition,SimpleTuition,,web,Newton,MA,2006-12-18 12:00:00 -0500,7500000,USD,b
sirtris-pharmaceuticals,Sirtris Pharmaceuticals,,biotech,Cambridge,MA,2004-12-01 12:00:00 -0500,13000000,USD,a
sirtris-pharmaceuticals,Sirtris Pharmaceuticals,,biotech,Cambridge,MA,2005-03-08 12:00:00 -0500,27000000,USD,b
sirtris-pharmaceuticals,Sirtris Pharmaceuticals,,biotech,Cambridge,MA,2006-04-19 12:00:00 -0400,37000000,USD,c
good-data,Good Data,30,web,Cambridge,MA,2008-07-23 12:00:00 -0400,2000000,USD,seed
navic-networks,Navic Networks,,web,Waltham,MA,"",2000000,USD,a
navic-networks,Navic Networks,,web,Waltham,MA,2001-02-26 12:00:00 -0500,20000000,USD,c
navic-networks,Navic Networks,,web,Waltham,MA,"",20000000,USD,b
pivot,Pivot,40,software,Cambridge,MA,2004-12-01 12:00:00 -0500,5000000,USD,a
pivot,Pivot,40,software,Cambridge,MA,2006-04-01 12:00:00 -0500,8000000,USD,b
optaros,Optaros,200,consulting,Boston,MA,2008-06-01 12:00:00 -0400,12000000,USD,c
optaros,Optaros,200,consulting,Boston,MA,2006-11-20 12:00:00 -0500,13000000,USD,b
optaros,Optaros,200,consulting,Boston,MA,2005-03-09 12:00:00 -0500,7000000,USD,a
astaro,Astaro,,hardware,Burlington,MA,2003-05-01 12:00:00 -0400,6200000,USD,a
astaro,Astaro,,hardware,Burlington,MA,2004-05-01 12:00:00 -0400,6700000,USD,b
pangea-media,Pangea Media,25,web,Watertown,MA,2007-04-01 12:00:00 -0400,1000000,USD,angel
posterous,Posterous,,web,Boston,MA,2008-05-01 12:00:00 -0400,15000,USD,seed
spire,Spire,,web,Boston,MA,2008-07-08 12:00:00 -0400,9000000,USD,a
neosaej,neoSaej,,web,Burlington,MA,2008-07-14 12:00:00 -0400,7000000,USD,unattributed
genarts,GenArts,,software,Cambridge,MA,2008-07-17 12:00:00 -0400,22400000,USD,unattributed
ordermotion,OrderMotion,,web,Boston,MA,2008-07-21 12:00:00 -0400,1400000,USD,unattributed
ham-it,HAM-IT,7,web,North Andover,MA,2007-10-01 12:00:00 -0400,340000,USD,seed
freewebs,Freewebs,35,web,Silver Spring,MD,2006-08-01 12:00:00 -0400,12000000,USD,a
mptrax,MPTrax,4,web,Baltimore,MD,2007-01-01 12:00:00 -0500,350000,USD,angel
jackbe,JackBe,0,web,Chevy Chase,MD,2007-10-01 12:00:00 -0400,9500000,USD,c
zenimax,ZeniMax,,web,Rockville,MD,2007-10-01 12:00:00 -0400,300000000,USD,a
zenimax,ZeniMax,,web,Rockville,MD,2008-05-30 12:00:00 -0400,9900000,USD,a
intelliworks,Intelliworks,24,software,Rockville,MD,2005-02-14 12:00:00 -0500,6000000,USD,a
intelliworks,Intelliworks,24,software,Rockville,MD,2006-10-10 12:00:00 -0400,10000000,USD,b
intelliworks,Intelliworks,24,software,Rockville,MD,2008-04-07 12:00:00 -0400,4000000,USD,c
hexio,HEXIO,1,web,Kennebunk,ME,2008-01-10 12:00:00 -0500,20000,USD,seed
foneshow,Foneshow,8,web,Portland,ME,2007-09-01 12:00:00 -0400,1050000,USD,a
foneshow,Foneshow,8,web,Portland,ME,2006-09-01 12:00:00 -0400,25000,USD,seed
zattoo,Zattoo,45,web,Ann Arbor,MI,2007-11-01 12:00:00 -0400,10000000,USD,b
loudclick,LoudClick,9,web,Richfield,MN,2008-03-31 00:00:00 -0400,600000,USD,angel
agilis-systems,Agilis Systems,,mobile,St. Louis,MO,2008-05-16 12:00:00 -0400,5000000,USD,b
international-liars-poker-association,International Liars Poker Association,24,other,St. Louis,MO,2007-11-01 12:00:00 -0400,1250000,USD,seed
channeladvisor,ChannelAdvisor,300,web,Morrisville,NC,2007-05-01 12:00:00 -0400,30000000,USD,c
channeladvisor,ChannelAdvisor,300,web,Morrisville,NC,2004-01-22 12:00:00 -0500,7000000,USD,a
channeladvisor,ChannelAdvisor,300,web,Morrisville,NC,2005-04-28 12:00:00 -0400,18000000,USD,b
yap,Yap,,mobile,Charlotte,NC,2007-03-01 12:00:00 -0500,1500000,USD,angel
yap,Yap,,mobile,Charlotte,NC,2008-06-10 12:00:00 -0400,6500000,USD,a
prepchamps,PrepChamps,10,web,Durham,NC,2008-04-22 12:00:00 -0400,1200000,USD,a
silkroad-technology,SilkRoad technology,,,Winston-Salem,NC,2008-02-19 12:00:00 -0500,10000000,USD,b
